URL,Date,Tweet,ID,Replies,Retweets,Likes,Quotes,Conv. ID,Language,Links,Media,Retweeted Tweet,Bookmarks,Username
https://twitter.com/MediaKomando/status/1666610788822556672,2023-06-08 00:59:10+00:00,"Akses Jalan Desa Klambir Lima Kampung Rusak Parah Perlu Perbaikan Pemerintah Deli Serdang
https://t.co/vUbI7lKKQC",1666610788822556672,0,17,21,0,1666610788822556672,in,https://www.komandobhayangkara.id/2023/06/akses-jalan-desa-klambir-lima-kampung.html,,,0,MediaKomando
https://twitter.com/beritajatimcom/status/1669267512142462980,2023-06-15 08:56:03+00:00,"PKB Jember: Jalan Rusak Berat dan Sampah Berserakan di Desa.

Fraksi Partai Kebangkitan Bangsa mengungkap dua problem yang dihadapi masyarakat desa di Kabupaten Jember, Jawa Timur. Pemerintah Kabupaten… #PolitikPemerintahan #DPRDJember via @beritajatimcom https://t.co/GoogwN2ISm",1669267512142462980,0,0,0,0,1669267512142462980,in,http://dlvr.it/SqjG8m,,,0,beritajatimcom
https://twitter.com/Harian_Jogja/status/1666375539345727488,2023-06-07 09:24:22+00:00,"Tawuran yang terjadi di Jalan Tamansiswa Minggu (4/6/2023) malam membuat sejumlah koleksi Museum Dewantara Kirti Griya rusak. 

Pengelola Tamansiswa (Tamsis) Jogja, mengutuk kerusuhan yang disebabkan oleh dua kelompok besar PSHT dan Brajamusti. https://t.co/lhbMsGjnLz",1666375539345727488,6,46,317,0,1666375539345727488,in,,https://pbs.twimg.com/media/FyAnuMSaEAAfaPb?format=jpg&name=orig,,2,Harian_Jogja
https://twitter.com/masakini_co/status/1667170527260073991,2023-06-09 14:03:22+00:00,"Jalan Rusak Limpok, PUPR Aceh: Kami Belum Bisa Ambil Tindakan

#MasakiniNews @Wanto89829710
@InfoAbes 

https://t.co/uJCu7O1EYk",1667170527260073991,0,1,2,0,1667170527260073991,in,https://masakini.co/2023/06/09/jalan-rusak-limpok-pupr-aceh-kami-belum-bisa-ambil-tindakan/,,,0,masakini_co
https://twitter.com/ParasmanP/status/1668274050001686528,2023-06-12 15:08:23+00:00,"Mohon Bp. Presiden @jokowi dan Bpk. Menteri Basuki H. @KemenPU  Kami sdh lama laporkan jalan rusak di Habornas, Kab. Toba, Sumut. Memang tsk bisa viral. Tapi apa hrs viral dulu baru ditangani",1668274050001686528,0,2,3,0,1668274050001686528,in,,,,0,ParasmanP
https://twitter.com/detikcom/status/1669151737511329793,2023-06-15 01:16:00+00:00,"""Jalan nasional bisa kita nikmati, tetapi jalan untuk menghubungkan dua jalan nasional itu bisa 1 jam dilewati 2 jam kita lewati."" https://t.co/2WTCDM8qBy",1669151737511329793,0,1,6,0,1669151737511329793,in,https://finance.detik.com/infrastruktur/d-6772231/suharso-ungkap-jalan-rusak-juga-ada-di-jawa-ini-bocoran-lokasinya?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikfinance,,,0,detikcom
https://twitter.com/DewaMade87/status/1665872980939874306,2023-06-06 00:07:23+00:00,"@psi_id tolong bantu viralkan dong jalan kami yang sudah lama rusak supaya sampai di pihak terkait.
Lokasi jalan trans bahomakmur, habodopi, morowali sulawesi tengah. https://t.co/3A5nXJOW6R",1665872980939874306,0,0,0,0,1665872980939874306,in,,,,0,DewaMade87
https://twitter.com/atbiak/status/1669200842283687936,2023-06-15 04:31:07+00:00,Ruas Jalan Provinsi Sebelah Utara Biak – Supiori yang Rusak - Cepos Online https://t.co/gWuUZZCBVf,1669200842283687936,0,0,0,0,1669200842283687936,in,http://dlvr.it/SqhmCK,,,0,atbiak
https://twitter.com/PDI_Perjuangan/status/1668543172551790593,2023-06-13 08:57:47+00:00,"Mendatangi warga saya yang rumahnya rusak parah di Jalan Girilaya. Sang pemilik rumah sudah pernah melakukan pengajuan perbaikan rumah, namun masih belum ada tindakan hingga akhirnya saya mendatangi rumahnya secara langsung. Dikabarkan bahwa ada beberapa surat pernyataan yang belum terpenuhi, dan saya memohon segera agar dapat memulai eksekusi...

Simak selengkapnya di YT: Armuji

#Cakji #Cakj1 #Armuji #Surabaya #Rutilahu #Girilaya #rumahrusak #Tarunamerahputih #hatrikmenang #GanjarPranowo

#PDIPerjuangan
#50tahunPDIP
#bangunlahjiwadanbadannya
#SolidBergerak",1668543172551790593,1,2,8,0,1668543172551790593,in,,,,0,PDI_Perjuangan
https://twitter.com/03Koramil03/status/1668187714825646080,2023-06-12 09:25:19+00:00,Anggota Koramil 12/Gondomanan Ikut Serta Melaksanakan Pemantauan Dan Perbaikan Jalan Rusak https://t.co/YxznSR0Jgs,1668187714825646080,0,0,0,0,1668187714825646080,in,,https://pbs.twimg.com/media/FyaX4rkaEAAUYsF?format=jpg&name=orig,,0,03Koramil03
https://twitter.com/sitoresmiumeus/status/1667002372877606912,2023-06-09 02:55:11+00:00,"@kominfo_jtg Pak, di Pemalang BANYAK BANGET jalan rusak dan MINIM penerangan. Dari jalan desa sampe provinsi. Cape banget dr jaman dulu Pemalang jalannya ga pernah mulus. Bahaya banget. https://t.co/DQ4cJ2cyeU",1667002372877606912,1,0,1,1,1666998324057214976,in,,,,0,sitoresmiumeus
https://twitter.com/LaingenLisa/status/1667446200486989829,2023-06-10 08:18:48+00:00,"Kemudian saat Musrenbang Pemkab Kendal mengajukan bantuan pembangunan kepada kami dan langsung kami eksekusi,” terangnya...😎🇮🇩
Ganjar Pranowo 
https://t.co/iWkY11E8R7",1667446200486989829,0,15,22,0,1667446200486989829,in,https://news.okezone.com/read/2023/06/10/512/2828495/soal-perbaikan-jalan-rusak-di-jawa-tengah-ganjar-pranowo-kita-terus-berlari-kencang,,,0,LaingenLisa
https://twitter.com/ldbrt_/status/1668155293426143232,2023-06-12 07:16:29+00:00,"Kira kira seperti ini kondisi kalo siang hari. Jalan rusak, lalu lintas semrawut jan komplet tenan. Monggo Pak @ganjarpranowo kalo mau liat langsung datang aja ke Boja Kendal. Udah belasan tahun selama saya di Boja gonta ganti pejabat jalannya masak iya cuman ditembal tembel aja? https://t.co/jJ73HRJrHS",1668155293426143232,2,0,0,1,1667882153215139840,in,,,,0,ldbrt_
https://twitter.com/RidwanBbm/status/1669256176629088256,2023-06-15 08:11:00+00:00,https://t.co/Yvag8hgwRx,1669256176629088256,0,0,0,0,1669256176629088256,zxx,https://www.youtube.com/watch?v=xXLn6jowxbs,,,0,RidwanBbm
https://twitter.com/halloriau/status/1669153275776741377,2023-06-15 01:22:06+00:00,"Warga Ngeluh Jalan Inhu-Kuansing Rusak Akibat Truk Batu Bara, Ini Kata PUPR https://t.co/GvZStTPR0Q",1669153275776741377,0,0,0,0,1669153275776741377,in,http://dlvr.it/SqhWTc,,,0,halloriau
https://twitter.com/b0cah1ngusan/status/1668944028774301698,2023-06-14 11:30:38+00:00,"@VIVAcoid Apa yg jadi alasan dapat penghargaan? Jalan provinsi aja banyak yg rusak kok... Aneh, jelang pilpres diguyur penghargaan...",1668944028774301698,3,2,35,0,1668882849884413953,in,,,,0,b0cah1ngusan
https://twitter.com/fpkskabbekasi/status/1667678136602099713,2023-06-10 23:40:26+00:00,"Kunlap jalan rusak, @SaefulI05214713 optimis bisa diperbaiki dengan APBD Perubahan Tahun 2023 
#PKSpembelaRakyat
https://t.co/reSxQNPGfU https://t.co/kQOAkwoAJi",1667678136602099713,0,1,4,0,1667678136602099713,in,http://kabbekasi.pks.id/kunjungi-jalan-rusak-saeful-islam-tahun-ini-juga-diperbaiki/,https://pbs.twimg.com/media/FyTIbAFaIAA9hFc?format=jpg&name=orig,,0,fpkskabbekasi
https://twitter.com/Rino10_/status/1667294874847293440,2023-06-09 22:17:29+00:00,@ganjarpranowo @dpubmckjateng @LaporGub_ Buat warga jateng yang tau lokasi jalan rusak segera lapor terus mumpung sekarang momen yang tepat.,1667294874847293440,5,1,37,0,1667192693980823553,in,,,,0,Rino10_
https://twitter.com/raisaaazizah/status/1667158755707076609,2023-06-09 13:16:36+00:00,"Bahkan yang katanya Ridwan Kamil terlalu Bandung Raya sentris dalam pembangunan. Eh, tapi masih banyak jalan rusak juga di wilayah Kabupaten Bandung.

Ampun dah... https://t.co/UugMc3txmx",1667158755707076609,0,0,2,0,1667158724899897344,in,,https://pbs.twimg.com/media/FyLwDERakAAIRMd?format=jpg&name=orig,,0,raisaaazizah
